Paper ID,Title,URL,Summary,First Author,Publish Date,Update Date,Code URL,Stars,Categories
2512.08918v1,改进的伪随机码来自排列谜题,http://arxiv.org/abs/2512.08918v1,水印是识别AI生成内容的重要工具。最近，克里斯和冈（CRYPTO '24）引入了伪随机纠错码（PRCs），这些码与具有强大鲁棒性和质量保证的水印相当。PRC是一种伪随机加密方案，其解密算法能够容忍高错误率。伪随机性确保了水印的质量保持，而解密过程中的错误容忍性则意味着水印能够抵御内容修改。自从PRCs被引入以来，短短的时间内，有几项工作（NeurIPS '24、RANDOM '25、STOC '25）提出了新的构造方法。奇怪的是，所有这些构造都容易受到拟多项式时间区分攻击。此外，它们在常数大小字母表上的编辑鲁棒性不足，这对于一个有意义的鲁棒大型语言模型水印是必要的。最后，它们对知道水印检测密钥的对手缺乏鲁棒性。到目前为止，尚不清楚这些属性中的任何一个是否可以单独实现，更不用说一起实现了。我们构建了伪随机码，实现了上述所有功能：合理的亚指数伪随机性安全性、对二进制字母表上最坏情况编辑的鲁棒性，以及对即使计算无界的、拥有检测密钥的对手的鲁棒性。伪随机性建立在新的假设之上，我们将其形式化，即排列码猜想，该猜想指出排列噪声码字的分布是伪随机的。我们表明，这个猜想是先前用于构建双效私有信息检索的排列谜题猜想所隐含的。为了提供进一步的证据，我们表明该猜想对广泛类别简单区分器成立，包括一次读分支程序。,米兰达·克里斯蒂,2025/12/9,2025/12/9,,N/A,['密码学与保安']
2512.08834v1,强$CP$问题及其规范轴子解作为基本弦的证据,http://arxiv.org/abs/2512.08834v1,量子色动力学（QCD）真空的拓扑相干性为我们理解θ真空提供了作为 Chern-Simons 规范场论真空的视角。这种方式立即证明了边界θ项的物理性。这使得强CP难题的本质变得非常清晰，并以规范轴子的形式提供了一个解决方案，该轴子具有精确的质量。这个轴子是QCD规范多余性的固有部分，与任何异常全局对称性无关。它是一个在QCD规范对称性下变换的二形式。由于其纯规范性质，规范轴子成为监控各种情况下θ真空物理的有力工具。与普通Peccei-Quinn轴子不同，后者被UV完备化成复标量的Goldstone相，因此存在质量问题，规范轴子直接被完备化成引力的基本理论。我们研究了规范轴子的域壁和弦结构，并表明为其提供能量的弦必须是这一基本理论的一部分。因此，我们观察到轴子质量问题的缺失促使基本弦的存在。这为轴子与引力的联系提供了一个新的论据。,Gia Dvali 翻译成中文是“贾·达瓦利”。这个名字看起来像是一个人名，可能来自某个国家或文化。在翻译人名时，通常保留原名，除非有特定的翻译或音译要求。,2025/12/9,2025/12/9,,N/A,"['高能物理理论', '宇宙学与非规则天体物理学', '高能物理-现象学']"
2512.08801v1,刚体表面算子的精确$S$-对偶映射,http://arxiv.org/abs/2512.08801v1,四维规范理论中的表面算符是二维缺陷，它们是威尔逊线和对偶霍夫线算符的自然推广。它们作为理想的探测工具，用于探索理论的非微扰结构。刚性表面算符是一类特殊的表面算符，其特征是没有连续的变形参数。预期在这些刚性算符之间存在闭合的$S$-对偶映射。尽管通过利用不变量和经验猜想，在特定例子或子类上已经取得了一些进展，但一个完整的图景仍然难以捉摸。当多个刚性表面算符共享相同的不变量时，确定$S$-对偶关系变得困难。更重要的是，当按不变量分类时，对偶理论之间刚性表面算符的数量存在不匹配；这被称为“不匹配问题”。这种差异表明有必要将考虑范围扩展到严格刚性算符之外。在这篇论文中，我们提出了一种直接、自然且精确的$S$-对偶映射，用于刚性表面算符。我们的映射通过将定义表面算符的配对划分中的最长行从一个因子移动到另一个因子来实现，同时附加或删除一个额外的框以平衡框的总数。这种映射自然地包含了非刚性表面算符，从而解决了不匹配问题。所提出的映射适用于所有秩的规范群，并澄清了该领域中的几个长期悬而未决的问题。,李传中,2025/12/9,2025/12/9,,N/A,['高能物理理论']
2512.08553v1,超临界-亚临界对应，临界点附近的非对称效应和反对称修正,http://arxiv.org/abs/2512.08553v1,伊辛模型和液-气系统的二阶相变尽管在液-气哈密顿量中缺乏$Z_2$对称性，但它们共享一个普适类和临界指数。这种差异凸显了临界现象中的一个核心谜题：不对称性对尺度律有何影响？一个多世纪以来，这个问题通过检查亚临界共存曲线的实证“直线直径定律”的违反来探讨，其中不对称性可能产生奇异性修正。在这里，我们将这一研究扩展到超临界区域。我们提出了超临界-亚临界对应关系，在亚临界共存曲线和最近定义的超临界边界线（$L^\pm$线）之间建立了一种形式上的类比。我们的理论预测，物理场的线性混合——不对称系统的特征——在这些超临界位置产生具有反对称系数的普适尺度修正。我们使用NIST数据库中的液-气数据和模型液-液转变来验证这些预测。此外，我们还证明，相同的非对称尺度框架控制了序参数分布中高阶累积量的行为。,李新阳,2025/12/9,2025/12/9,,N/A,['统计力学']
2512.07526v1,《自杀区域：选项游戏与通往通用人工智能的竞赛》,http://arxiv.org/abs/2512.07526v1,标准实物期权理论预测，在极端资产波动性或技术不确定性存在的情况下，会推迟行使投资或部署的期权。然而，在当前的人工通用智能（AGI）开发竞赛中，主权行为者的行为却与理论预测相反：美国和中国尽管承认AGI错位可能导致的灾难性失败，却正在加速AI投资。我们通过将AGI竞赛形式化为一个具有内生生存风险的连续时间先发制人游戏来解决这个问题。在我们的模型中，失败的成本不再仅由投资的沉没成本（I）决定，而是一个与开发速度相关且全球共享的系统性破产参数（D）。由于灾难的负效用嵌入在两个玩家的收益中，风险项在均衡无差异条件下数学上被抵消。这就在投资空间中创造了一个“自杀区域”，在竞争压力下，理性代理人被迫提前部署AGI系统，尽管风险调整后的净现值为负。此外，我们表明，“警告射击”（次生存灾难）将无法阻止AGI加速，因为竞赛的赢家通吃的性质仍然存在。只有当破产成本被内部化时，竞赛才能停止，这使得安全研究成为经济可行性的先决条件。我们推导出恢复等待期权价值的临界私人责任阈值，并提出了可以更好地确保安全AGI研究和负责任部署的机制设计干预措施。,大卫·谭,2025/12/8,2025/12/8,,N/A,"['风险管理', '财务概述']"
2512.07217v1,扭曲双层WSe2中陈数符号反转的微观特征,http://arxiv.org/abs/2512.07217v1,在扭曲过渡金属二硫化物（TMD）同质异相层中发现了量子化的陈数，包括3.7度扭曲的MoTe2和1.23度扭曲的WSe2，这已成为物理学中的一个标志性突破。这些研究中的一个引人注目且尚未解决的谜团是，在这两个系统中观察到的陈数符号的意外相反。最近的理论提出了扭曲角度依赖的陈数符号反转，这为两种扭曲的MoTe2和WSe2提供了可能的解释。然而，在特定的扭曲TMD同质异相层中直接实验验证扭曲角度依赖的陈数符号反转仍然难以实现。在此，我们报告了首次实验演示，在扭曲WSe2双层（tWSe2）中，莫尔前沿带的陈数在临界扭曲角度1.42度时发生符号反转。利用扫描隧道显微镜和光谱学，我们直接测量了tWSe2的层伪自旋斯库勒纹理，我们的结果表明，在1.42度附近，tWSe2表现出扭曲角度依赖的层伪自旋极化，这一效应是观察到的陈数符号反转的基本原因。,"""Ke Lv"" 这个短语在英文中没有直接对应的含义，它可能是某个专有名词、品牌名、人名或者是一个特定语境下的缩写。在没有上下文的情况下，很难给出一个准确的翻译。如果这是一个专有名词或者特定语境下的缩写，请提供更多的信息以便于翻译。如果它是一个音译词，那么可以翻译为“科鲁”。",2025/12/8,2025/12/8,,N/A,"['中尺度和纳米尺度物理学', '材料科学', '强关联电子']"
2512.07185v1,作为促进因素而非直接动机的便利条件：电子学习采纳的稳健性和中介分析,http://arxiv.org/abs/2512.07185v1,尽管在电子学习基础设施上投入了大量的机构资金，学生的参与度往往未能达到预期——这是一个持续的悖论，挑战了经典UTAUT框架中促进条件（FC）与行为意图之间的既定直接关系。为了解决这一理论谜题，我们通过对470名印度尼西亚大学生的实证研究，重新概念化了FC的作用。我们稳健的多阶段分析方法首先确认了既定驱动因素——绩效期望（beta=0.190）、努力期望（beta=0.198）、社会影响（beta=0.151）和感知乐趣（beta=0.472）——对行为意图（BI）的显著影响，而行为意图又强烈预测了使用行为（beta=0.666）。然而，关键的是，FC对BI的直接影响并不显著（beta=-0.085）。随后的中介模型揭示了FC作为基础启用结构的真正功能，它通过强大地增强绩效期望（beta=0.556）和努力期望（beta=0.419）间接发挥作用。我们的研究结果表明，技术基础设施的价值不在于其存在本身，而在于其动态地促进学习和优化用户体验的能力。这项研究推进了一个精细化的“启用路径”理论框架，指导管理者将技术投资的焦点从仅仅提供工具转向战略性地设计学习体验。,贾卡·努格拉哈,2025/12/8,2025/12/8,,N/A,['应用']
2512.07042v1,冰立方中向下高能中微子轨迹稀少与KM3-230213A事件意外巨大：解决谜题了吗？,http://arxiv.org/abs/2512.07042v1,最近，ARCA阵列探测器发布了向下水平事件：KM3-230213A。它表现为观测到的能量最高的中微子：大约200 PeV（2×10^17 eV）到EeV（10^18 eV）的能量。这个巨大的数值令人困惑。它与由两个更大、寿命更长的探测器——冰立方和特别是Auger阵列——推导出的几个上限在统计学上不一致。最近冰立方中微子警报轨迹的不对称性向上和向下以与ARCA相同的水平角度移动，表明它们大部分是受大气μ子束污染的。这种稀少性也不利于ARCA对掠过中微子的解释。我们建议，阵列在深海中漂浮和弯曲可能会导致有时出现误导性的几何形状，指向错误的到达角度方向：与一个更真实、更倾斜和垂直的μ子（中微子）轨迹相比，由于大气μ子束或魅态单事件，这种轨迹更少水平。与目前的论点相反，如果这样的罕见事件很快在数据中重新发现或再次观测到，它将为新的保证τ中微子天文学开辟道路。在EeV能量下，这样的向上τ空气 shower 应该照亮Auger望远镜或点燃未来的太空卫星。天体物理学中的一个先前模型考虑了能量远高于100 EeV的强能中微子，中微子散射到宇宙、遗迹、轻质量中微子上。它们的超相对论性Z玻色子共振形成及其在飞行中的衰变会在数十至数百EeV能量附近产生强子UHECR遗迹。解释位于远距离、高于通常的GZK百兆秒差距以上的源如何发光并在Auger或TA数据中聚集。,"D. Fargion 这个短语看起来像是一个人名或缩写。在中文中，我们可以直接按照拼音来翻译，或者根据上下文来翻译。如果这是一个人的名字，那么中文翻译可以是：

D. Fargion - D.法里翁

如果这是一个缩写，并且有特定的含义，请提供更多的上下文，以便我能更准确地翻译。",2025/12/7,2025/12/7,,N/A,"['高能天体物理现象', '宇宙学与非规则天体物理学', '高能物理实验', '高能物理-现象学']"
2512.06593v1,强关联电子系统中许多体关联的直接测量中的巧合检测技术,http://arxiv.org/abs/2512.06593v1,对强关联电子系统的 研究 面临着一个 基本挑战，因为 内在的多体关联性质非常复杂。解决这一挑战的关键策略在于推进 实验方法，使其能够直接探测和阐明 基本的多体关联。在这篇 观点文章中，我们讨论了 理论上提出的 相干探测技术，这些技术旨在 直接测量各种 粒子-粒子 和 粒子-空穴 通道中的 双体关联，具有动量、能量和/或 空间分辨率。我们还探讨了 这些相干探测技术在 未来理论和实验发展中的前景。这些相干探测技术的 成功实施和改进 有望为 解开 强关联电子系统中长期存在的谜团 提供强大的新方法，例如非常规超导性的神秘机制 和 长期寻求的量子自旋液体。此外，这些相干探测技术还将 为研究 量子材料中的 新现象，如巡游磁性和电子各向异性，提供强大的新方法。,岳华苏,2025/12/6,2025/12/6,,N/A,"['强关联电子', '超导现象']"
2512.06554v1,关于从双光子虚衰变测量中确定质子的电磁形式因子,http://arxiv.org/abs/2512.06554v1,我们利用深虚光子散射（DVCS）截面中贝特-海特勒（BH）贡献占主导的动力学区域中的独家光子轻子产生（EP）数据，对质子电磁形式因子（FFs）进行了详细分析。通过利用BH振幅对狄拉克和泡利FFs的强敏感性，我们根据偶极子和$P$极子参数化，从几个拟合场景中确定了$F_{1}(t)$、$F_{2}(t)$及其相应的萨克斯FFs，并评估了质子的电荷半径和磁半径。我们表明，在$0.11 < |t| < 0.45$ GeV$^2$的范围内，EP测量对$F_{1}(t)$提供了有意义的约束，而对$F_{2}(t)$的敏感性有限。我们的结果系统地倾向于比传统弹性电子-质子散射测量值更小的电荷半径值，这与最近的高精度PRad测量结果一致。这项研究表明，EP测量，尤其是在覆盖较小的$|t|$值时，可以作为确定质子电磁结构的一个补充和强大的工具，并可能为长期存在的电荷半径之谜提供额外的见解。这里开发的方法为未来EP和弹性电子-质子散射数据的联合分析建立了一个框架，这有助于统一确定核子的FFs。,MMGPDs 协作组,2025/12/6,2025/12/6,,N/A,"['高能物理-现象学', '高能物理实验']"
2512.06104v1,ARC-AGI（无需预训练的先进认知智能）,http://arxiv.org/abs/2512.06104v1,在LLM时代，传统观点认为，解决ARC-AGI-1基准中的类似智商测试的视觉谜题需要从大规模预训练中获得的技能。为了反驳这一点，我们引入了CompressARC，这是一个没有预训练的76K参数模型，它通过最小化目标谜题的描述长度（MDL）来在推理时间内解决20%的评估谜题。MDL赋予了CompressARC在深度学习中通常闻所未闻的极端泛化能力。据我们所知，CompressARC是ARC-AGI中唯一的深度学习方法，其训练仅在单个样本上进行：即目标推理谜题本身，其中最终解决方案的信息已被移除。此外，CompressARC没有在预先提供的ARC-AGI“训练集”上训练。在这些极端数据有限的情况下，我们通常根本不期望任何谜题能够被解决。然而，CompressARC仍然解决了各种创意ARC-AGI谜题，这表明MDL除了传统的预训练之外，是产生智能的另一种可行的途径。,廖以撒,2025/12/5,2025/12/5,,N/A,['学习']
2512.05448v1,一个嵌入在膨胀超新星遗迹中的持续活跃快速射电暴源,http://arxiv.org/abs/2512.05448v1,快速射电暴（FRBs）仍然是天文学中最令人困惑的现象之一。虽然大多数FRBs只被探测到一次或偶尔出现，但我们确定了FRB 20190520B作为第一个在连续的约四年时间内持续活跃的源头。这种罕见的长期活动使得对其色散度（DM）演化的详细研究成为可能。我们还报告称，FRB 20190520B的DM以每秒减少12.4±0.3 pc cm^-3 yr^-1的全球速率显著下降，这一变化幅度是之前FRB DM变化测量的三倍，并且比在脉冲星中观察到的变化大得多。DM演变的幅度和一致性，以及高宿主DM贡献，强烈表明该源头位于一个密集、膨胀的电离介质中，很可能是一个年轻的超新星遗迹（SNR）。,牛陈辉,2025/12/5,2025/12/5,,N/A,['高能天体物理现象']
2512.05163v1,破碎的都会：优化截止点、不均的拥堵以及全球化的空间政治学,http://arxiv.org/abs/2512.05163v1,"美国（收缩和极化）与中国的全球化战略差异构成了一道难题，传统的分配理论无法完全解释。本文提出了一种新颖的框架，将全球化经济概念化为“可拥堵的俱乐部商品”，导致“破碎的大都市”。我们认为，全球化流动（$M$）受到国内制度能力（$K$）的限制，这种能力是异质且历史性的。我们引入了“优化截止点”的概念：全球化激励美国绕过昂贵的国内升级，转而进行全球扩张，导致长期忽视公共能力（$K_{Public}$）。这一历史路径造成了深刻的极化。“拥堵的既得利益者”，依赖于停滞的$K_{Public}$，将全球化体验为混乱（$MC>MB$），而“隔离的精英”则利用私人能力（$K_{Private}$）绕过瓶颈（$MB>MC$）。这种差异使恢复$K_{Public}$所需的共识瘫痪，形成了一个“能力陷阱”，其中保护主义成为政治上合理但经济上次优的均衡。从实证角度看，我们利用文本分析（2000-2024）构建了一个制度拥堵指数，揭示了与混乱相关的关键词指数呈指数级增长（从272次到1,333次）。我们将这一认知与$K_{Public}$的物质失败相印证，例如美国移民法庭的370万案件积压。我们的研究结果表明，全球化的危机本质上是不均衡制度能力的危机，以及由此产生的政治瘫痪。",董阳,2025/12/4,2025/12/4,,N/A,[]
2512.04208v1,对“小红点”宇宙人口学的一种黑洞信封解释,http://arxiv.org/abs/2512.04208v1,通过詹姆斯·韦伯太空望远镜新发现的红色小点（LRDs）是活跃的星系核（AGN），可能代表了宇宙早期黑洞（BH）的生长。这些源表现出与典型AGN不同的令人困惑的特征，包括红色光学连续谱、微弱的热尘埃发射以及缺乏可检测的X射线。以前，LRDs常常被解释为尘埃增红的AGN，这与之前已知AGN在$0<z<5$范围内推断出的亮度和黑洞质量密度存在严重的不一致。为了解释这些特征，提出了黑洞-外壳（BHE）模型，其中吸积的黑洞被一个密集、光学厚的气体外壳所包围。在这封信中，我们使用BHE模型重新分析了COSMOS-Web调查中约400个光度LRDs的SEDs，并重新评估了它们对宇宙黑洞演化的影响。我们发现，LRDs的光学-近红外光谱可以通过有效温度为$4000-6000~\K$的黑体发射很好地再现。在BHE框架内，推断出的总光度比尘埃增红的AGN假设低$\gtrsim1-2$个数量级。因此，修正后的亮度函数、黑洞吸积密度和黑洞质量函数与$z<5$的AGN相一致。通过将紫外过量归因于恒星形成，估计了LRD宿主的恒星质量。尽管结果中的$M_{\rm BH}/M_\star$比率仍然高于局部经验值，但过量是适度的。总的来说，BHE模型不仅解决了LRDs的谱特征，还将它们的统计特性与更广泛的宇宙黑洞群体相一致。,宇出田广洋,2025/12/3,2025/12/3,,N/A,['星系的天体物理学']
