Paper ID,Title,URL,Summary,First Author,Publish Date,Update Date,Code URL,Stars,Categories
2512.08918v1,Improved Pseudorandom Codes from Permuted Puzzles,http://arxiv.org/abs/2512.08918v1,"Watermarks are an essential tool for identifying AI-generated content. Recently, Christ and Gunn (CRYPTO '24) introduced pseudorandom error-correcting codes (PRCs), which are equivalent to watermarks with strong robustness and quality guarantees. A PRC is a pseudorandom encryption scheme whose decryption algorithm tolerates a high rate of errors. Pseudorandomness ensures quality preservation of the watermark, and error tolerance of decryption translates to the watermark's ability to withstand modification of the content.  In the short time since the introduction of PRCs, several works (NeurIPS '24, RANDOM '25, STOC '25) have proposed new constructions. Curiously, all of these constructions are vulnerable to quasipolynomial-time distinguishing attacks. Furthermore, all lack robustness to edits over a constant-sized alphabet, which is necessary for a meaningfully robust LLM watermark. Lastly, they lack robustness to adversaries who know the watermarking detection key. Until now, it was not clear whether any of these properties was achievable individually, let alone together.  We construct pseudorandom codes that achieve all of the above: plausible subexponential pseudorandomness security, robustness to worst-case edits over a binary alphabet, and robustness against even computationally unbounded adversaries that have the detection key. Pseudorandomness rests on a new assumption that we formalize, the permuted codes conjecture, which states that a distribution of permuted noisy codewords is pseudorandom. We show that this conjecture is implied by the permuted puzzles conjecture used previously to construct doubly efficient private information retrieval. To give further evidence, we show that the conjecture holds against a broad class of simple distinguishers, including read-once branching programs.",Miranda Christ,2025/12/9,2025/12/9,,N/A,['cs.CR']
2512.08834v1,The Strong-$CP$ Problem and its Gauge Axion solution as Evidence for Fundamental Strings,http://arxiv.org/abs/2512.08834v1,"The topological susceptibility of the QCD vacuum provides an understanding of $θ$-vacua as vacua of a Chern-Simons gauge theory. In this way, it gives an immediate proof of the physicality of the boundary $θ$-term. This makes the essence of the strong-$CP$ puzzle very transparent and offers a solution in form of the gauge axion, which has exact quality. This axion represents an intrinsic part of the QCD gauge redundancy without any reference to an anomalous global symmetry. It is a two-form transforming under the QCD gauge symmetry. Due to its pure gauge nature, the gauge axion represents a powerful tool to monitor physics of $θ$-vacua in various regimes. Unlike the ordinary Peccei-Quinn axion, which is UV-completed into a Goldstone phase of a complex scalar and thereby suffers from the quality problem, the gauge axion is UV-completed directly into a fundamental theory of gravity. We study the domain wall and string structure of the gauge axion and show that the strings sourcing it must be a part of this fundamental theory. We thus observe that the absence of the axion quality problem motivates the presence of fundamental strings. This provides a new argument for a connection between the axion and gravity.",Gia Dvali,2025/12/9,2025/12/9,,N/A,"['hep-th', 'astro-ph.CO', 'hep-ph']"
2512.08801v1,Exact $S$-duality Map for Rigid Surface Operators,http://arxiv.org/abs/2512.08801v1,"Surface operators in four-dimensional gauge theories are two-dimensional defects, serving as natural generalizations of Wilson lines and 't Hooft line operators. They act as ideal probes for exploring the non-perturbative structure of the theory. Rigid surface operators are a specific class of surface operators characterized by the absence of continuous deformation parameters. It is expected that a closed $S$-duality map should exist among these rigid operators. While progress has been made on specific examples or subclasses by leveraging invariants and empirical conjectures, a complete picture remains elusive.  A significant challenge arises when multiple rigid surface operators share identical invariants, making the determination of $S$-duality relations difficult. More critically, a mismatch exists in the number of rigid surface operators between dual theories when classified by invariants; this is referred to as the \textit{mismatch problem}. This discrepancy suggests the necessity of extending the scope of consideration beyond strictly rigid operators.  In this paper, we propose a direct, natural, and precise $S$-duality map for rigid surface operators.  Our map is realized by moving the longest row in the pair of partitions defining a surface operator from one factor to the other, with an additional box appended or deleted to balance the total number of boxes.  This mapping naturally incorporates non-rigid surface operators, thereby resolving the mismatch problem. The proposed map is applicable to gauge groups of all ranks and clarifies several long-standing puzzles in the field.",Chuanzhong Li,2025/12/9,2025/12/9,,N/A,['hep-th']
2512.08553v1,"Supercritical-subcritical correspondence, asymmetric effects and antisymmetric corrections near a critical point",http://arxiv.org/abs/2512.08553v1,"The second-order phase transitions in the Ising model and liquid-gas systems share a universality class and critical exponents, despite the absence of $Z_2$ symmetry in the liquid-gas Hamiltonian. This discrepancy highlights a central puzzle in critical phenomena: what is the influence of asymmetry on scaling laws? For over a century, this question has been explored through examining violations of the empirical ``rectilinear diameter law'' for the subcritical coexistence curve, where asymmetry could generate singular corrections. Here, we extend this investigation to the supercritical regime. We propose a supercritical-subcritical correspondence, drawing a formal analogy between the subcritical coexistence curve and recently defined supercritical boundary lines ($L^\pm$ lines). Our theory predicts that the linear mixing of physical fields - a hallmark of asymmetric systems - produces universal scaling corrections, with antisymmetric coefficients, in these supercritical loci. We verify these predictions using liquid-gas data from the NIST database and a model liquid-liquid transition. Furthermore, we demonstrate that the same asymmetric scaling framework governs the behavior of higher-order cumulants in the order parameter distribution.",Xinyang Li,2025/12/9,2025/12/9,,N/A,['cond-mat.stat-mech']
2512.07526v1,The Suicide Region: Option Games and the Race to Artificial General Intelligence,http://arxiv.org/abs/2512.07526v1,"Standard real options theory predicts delay in exercising the option to invest or deploy when extreme asset volatility or technological uncertainty are present. However, in the current race to develop artificial general intelligence (AGI), sovereign actors are exhibiting behaviors contrary to theoretical predictions: the US and China are accelerating AI investment despite acknowledging the potential for catastrophic failure from AGI misalignment. We resolve this puzzle by formalizing the AGI race as a continuous-time preemption game with endogenous existential risk. In our model, the cost of failure is no longer bounded only by the sunk cost of investment (I), but rather a systemic ruin parameter (D) that is correlated with development velocity and shared globally. As the disutility of catastrophe is embedded in both players' payoffs, the risk term mathematically cancels out of the equilibrium indifference condition. This creates a ""suicide region"" in the investment space where competitive pressures force rational agents to deploy AGI systems early, despite a negative risk-adjusted net present value. Furthermore, we show that ""warning shots"" (sub-existential disasters) will fail to deter AGI acceleration, as the winner-takes-all nature of the race remains intact. The race can only be halted if the cost of ruin is internalized, making safety research a prerequisite for economic viability. We derive the critical private liability threshold required to restore the option value of waiting and propose mechanism design interventions that can better ensure safe AGI research and socially responsible deployment.",David Tan,2025/12/8,2025/12/8,,N/A,"['q-fin.RM', 'econ.GN', 'q-fin.GN']"
2512.07217v1,Microscopic signatures of Chern number sign reversal in twisted bilayer WSe2,http://arxiv.org/abs/2512.07217v1,"The discovery of quantized Chern numbers in twisted transition metal dichalcogenide (TMD) homobilayers,including 3.7{deg} twisted MoTe2 and 1.23{deg} twisted WSe2,has emerged as a defining breakthrough in physics. A striking and unresolved puzzle from these studies is the unexpected opposite sign of the observed Chern numbers between the two systems. Recent theory has proposed a twist-angle-dependent Chern number sign reversal in both twisted MoTe2 and WSe2, offering a potential explanation for the disparate experimental observations6. However, a direct experimental verification of the twist-angle-dependent Chern number sign reversal in a specific twisted TMD homobilayer is still elusive. Here, we report the first experimental demonstration that the Chern numbers of the moire frontier bands undergo sign reversal at a critical twist angle 1.42{deg} in twisted WSe2 bilayers (tWSe2). Using scanning tunnelling microscopy and spectroscopy, we direct measure layer-pseudospin skyrmion textures of tWSe2 and our results reveal that tWSe2 in the vicinity of the 1.42{deg} exhibits a twist-angle-dependent layer-pseudospin polarization, an effect that serves as the fundamental origin of the observed Chern number sigh reversal6-12.",Ke Lv,2025/12/8,2025/12/8,,N/A,"['cond-mat.mes-hall', 'cond-mat.mtrl-sci', 'cond-mat.str-el']"
2512.07185v1,"Facilitating Conditions as an Enabler, Not a Direct Motivator: A Robustness and Mediation Analysis of E-Learning Adoption",http://arxiv.org/abs/2512.07185v1,"Despite substantial institutional investment in e-learning infrastructure, student engagement often fails to meet expectations--a persistent paradox that challenges the established direct relationship between Facilitating Conditions (FC) and behavioral intention within the classic UTAUT framework. To resolve this theoretical puzzle, we reconceptualized the role of FC through an empirical study of 470 Indonesian university students. Our robust, multi-stage analytical approach first confirmed the significant influence of established drivers--Performance Expectancy (beta=0.190), Effort Expectancy (beta=0.198), Social Influence (beta=0.151), and Perceived Enjoyment (beta=0.472)--on Behavioral Intention (BI), which in turn strongly predicted Use Behavior (beta=0.666). Crucially, however, the direct effect of FC on BI proved non-significant (beta=-0.085). A subsequent mediation model revealed FC's true function as a foundational enabling construct that operates indirectly by powerfully enhancing both Performance Expectancy (beta=0.556) and Effort Expectancy (beta=0.419). Our findings demonstrate that the value of technological infrastructure lies not in its mere presence, but in its dynamic capacity to enable learning and optimize user experience. This research advances a refined ""enabling pathway"" theoretical framework, guiding administrators to shift the focus of technological investment from merely providing tools to strategically crafting learning experiences.",Jaka Nugraha,2025/12/8,2025/12/8,,N/A,['stat.AP']
2512.07042v1,Paucity of downward UHE neutrino tracks in IceCube versus unexpected huge KM3-230213A event: solving the puzzles?,http://arxiv.org/abs/2512.07042v1,"Recently the ARCA array detector published the down-ward-horizontal event: the KM3-230213A. It appeared as the most energetic neutrino ever observed: about 200 PeV (2 10^17 eV) up to EeV (10^18 eV) energy. This huge value, is puzzling. It is not statistically consistent with several upper bound derived by two greater and longer life detectors: by IceCube and in particular by AUGER array. Asymmetry in recent IceCube neutrino alert tracks upward and downward at same horizontal angles as ARCA one, suggest that they are mostly polluted atmospheric muon bundles. This paucity also disfavor the skimming neutrino interpretation by ARCA. We suggest that the array floating and bending in the deep sea may lead, sometime, to a misleading geometry that is pointing to a wrong arrival angle direction: a much less horizontal muon (neutrino) track respect to a much real one, more inclined and vertical, due to atmospheric muon bundle or charmed single event. Contrary to present argument, if such a rare event would be soon rediscovered in data or re-observed, it would open the road to a new guaranteed Tau neutrino Astronomy. At EeV energy such upward tau air-showers should shine AUGER telescopes or blaze future satellite in Space. A previous model in astrophysics considered energetic neutrino E>>100 EeV, neutrino scattering, onto cosmic, relic, light mass ones. Their ultra-relativistic Z boson resonance formation and its decay in flight would produce hadron UHECR relics around tens-hundred EeV energy. Explaining how sources located at far distances, above the usual GZK hundred Mpc, cut off ones, may shine and cluster in AUGER or TA data.",D. Fargion,2025/12/7,2025/12/7,,N/A,"['astro-ph.HE', 'astro-ph.CO', 'hep-ex', 'hep-ph']"
2512.06593v1,Coincidence detection techniques for direct measurement of many-body correlations in strongly correlated electron systems,http://arxiv.org/abs/2512.06593v1,"Research on strongly correlated electron systems faces a fundamental challenge due to the complex nature of intrinsic many-body correlations. A key strategy to address this challenge lies in advancing experimental methods that can directly probe and elucidate the underlying many-body correlations. In this perspective article, we discuss the theoretically proposed coincidence detection techniques, which are designed to directly measure two-body correlations in various particle-particle and particle-hole channels, with momentum, energy, and/or spatial resolution. We also explore the prospects of these coincidence detection techniques for future theoretical and experimental developments. The successful implementation and refinement of these coincidence detection techniques promise to deliver powerful new approaches for unraveling long-standing puzzles in strongly correlated electron systems, such as the enigmatic mechanism of unconventional superconductivity and the long-sought quantum spin liquids. Furthermore, these coincidence detection techniques will offer powerful new methods to investigate novel phenomena like itinerant magnetism and electronic nematicity in quantum materials.",Yuehua Su,2025/12/6,2025/12/6,,N/A,"['cond-mat.str-el', 'cond-mat.supr-con']"
2512.06554v1,On the determination of the proton electromagnetic form factors from the DVCS measurements,http://arxiv.org/abs/2512.06554v1,"We present a detailed analysis of the proton electromagnetic form factors (FFs) using exclusive photon leptoproduction (EP) data in kinematic regions where the Bethe-Heitler (BH) contribution dominates the deeply virtual Compton scattering (DVCS) cross section. By exploiting the strong sensitivity of the BH amplitude to the Dirac and Pauli FFs, we determine $F_{1}(t)$, $F_{2}(t)$ and the corresponding Sachs FFs from several fitting scenarios based on dipole and $ P $-pole parametrizations, and evaluate the charge and magnetic radii of the proton. We show that EP measurements in the range $ 0.11 < |t| < 0.45 $ GeV$ ^2 $ provide meaningful constraints on $F_{1}(t)$, while offering limited sensitivity to $F_{2}(t)$. Our results systematically favor smaller charge radius values compared with those from traditional elastic electron-proton scattering measurements, consistent with recent high-precision PRad measurements. This study demonstrates that EP measurements, especially when covering smaller values of $|t|$, can serve as a complementary and powerful tool for determining the proton electromagnetic structure and may offer additional insight into the long-standing charge-radius puzzle. The methodology developed here establishes a framework for future combined analyses of EP and elastic electron-proton scattering data which enables a unified determination of the nucleon FFs.",The MMGPDs Collaboration,2025/12/6,2025/12/6,,N/A,"['hep-ph', 'hep-ex']"
2512.06104v1,ARC-AGI Without Pretraining,http://arxiv.org/abs/2512.06104v1,"Conventional wisdom in the age of LLMs dictates that solving IQ-test-like visual puzzles from the ARC-AGI-1 benchmark requires capabilities derived from massive pretraining. To counter this, we introduce CompressARC, a 76K parameter model without any pretraining that solves 20% of evaluation puzzles by minimizing the description length (MDL) of the target puzzle purely during inference time. The MDL endows CompressARC with extreme generalization abilities typically unheard of in deep learning. To our knowledge, CompressARC is the only deep learning method for ARC-AGI where training happens only on a single sample: the target inference puzzle itself, with the final solution information removed. Moreover, CompressARC does not train on the pre-provided ARC-AGI ""training set"". Under these extremely data-limited conditions, we do not ordinarily expect any puzzles to be solvable at all. Yet CompressARC still solves a diverse distribution of creative ARC-AGI puzzles, suggesting MDL to be an alternative feasible way to produce intelligence, besides conventional pretraining.",Isaac Liao,2025/12/5,2025/12/5,,N/A,['cs.LG']
2512.05448v1,A Persistently Active Fast Radio Burst source Embedded in an Expanding Supernova Remnant,http://arxiv.org/abs/2512.05448v1,"Fast radio bursts (FRBs) remain one of the most puzzling astrophysical phenomena. While most FRBs are detected only once or sporadically, we present the identification of FRB 20190520B as the first persistently active source over a continuous span of ~ four years. This rare long-term activity enabled a detailed investigation of its dispersion measure (DM) evolution. We also report that FRB 20190520B exhibits a substantial decrease in DM at a global rate of minus 12.4 plus or minus 0.3 pc cm^-3 yr^-1, exceeding previous FRB DM variation measurements by a factor of three and surpassing those observed in pulsars by orders of magnitude. The magnitude and consistency of the DM evolution, along with a high host DM contribution, strongly indicate that the source resides in a dense, expanding ionized medium, likely a young supernova remnant (SNR).",Chen-Hui Niu,2025/12/5,2025/12/5,,N/A,['astro-ph.HE']
2512.05163v1,"The Fractured Metropolis: Optimization Cutoffs, Uneven Congestion, and the Spatial Politics of Globalization",http://arxiv.org/abs/2512.05163v1,"The divergence in globalization strategies between the US (retrenchment and polarization) and China (expansion) presents a puzzle that traditional distributional theories fail to fully explain. This paper offers a novel framework by conceptualizing the globalized economy as a ""Congestible Club Good,"" leading to a ""Fractured Metropolis."" We argue that globalization flows ($M$) are constrained by domestic Institutional Capacity ($K$), which is heterogeneous and historically contingent. We introduce the concept of the ""Optimization Cutoff"": globalization incentivized the US to bypass costly domestic upgrades in favor of global expansion, leading to the long-term neglect of Public Capacity ($K_{Public}$). This historical path created a deep polarization. ""Congested Incumbents,"" reliant on the stagnant $K_{Public}$, experience globalization as chaos ($MC>MB$), while ""Insulated Elites"" use Private Capacity ($K_{Private}$) to bypass bottlenecks ($MB>MC$). This divergence paralyzes the consensus needed to restore $K_{Public}$, creating a ""Capacity Trap"" where protectionism becomes the politically rational, yet economically suboptimal, equilibrium. Empirically, we construct an Institutional Congestion Index using textual analysis (2000-2024), revealing an exponential surge in disorder-related keywords (from 272 hits to 1,333). We triangulate this perception with the material failure of $K_{Public}$, such as the 3.7 million case backlog in US immigration courts. Our findings suggest the crisis of globalization is fundamentally a crisis of uneven institutional capacity and the resulting political paralysis.",Dong Yang,2025/12/4,2025/12/4,,N/A,['econ.GN']
2512.04208v1,A Black-Hole Envelope Interpretation for Cosmological Demographics of Little Red Dots,http://arxiv.org/abs/2512.04208v1,"Little red dots (LRDs) newly discovered with JWST are active galactic nuclei (AGN) that may represent black hole (BH) growth at the earliest cosmic epochs. These sources show puzzling features unlike typical AGNs, including red optical continua, weak hot-dust emission, and a lack of detectable X-rays. Previously, LRDs have often been interpreted as dust-reddened AGNs, leading to severe inconsistencies with the luminosity and BH mass densities inferred for previously known AGNs over $0<z<5$. The BH-envelope (BHE) model has been proposed to explain these characteristics, in which an accreting BH is enshrouded by a dense, optically thick gaseous envelope. In this Letter, we reanalyze the SEDs of $\sim 400$ photometric LRDs in the COSMOS-Web survey using the BHE model and reassess their implications for cosmological BH evolution. We find that the optical-NIR spectra of LRDs are well reproduced by blackbody emission with an effective temperatures of $4000-6000~\K$. Within the BHE framework, the inferred bolometric luminosities decrease by $\gtrsim1-2$ orders of magnitude compared to dust-reddened AGN assumptions. As a result, the revised luminosity function, BH accretion density, and BH mass function become consistent with those of AGNs at $z<5$. The stellar masses of LRD hosts are estimated by attributing the UV excesses to star formation. Although the resulting $M_{\rm BH}/M_\star$ ratio remains higher than the local empirical value, the excess is modest. Overall, the BHE model not only resolves the spectral features of LRDs but also brings their statistical properties into agreement with the broader cosmological BH population.",Hiroya Umeda,2025/12/3,2025/12/3,,N/A,['astro-ph.GA']
